userId,title,predicted_rating
187,"['Dune (2000)', 'Funny Games U.S. (2007)', 'Andalusian Dog, An (Chien andalou, Un) (1929)', 'Lamerica (1994)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)""]","[4.3740668296813965, 4.259933948516846, 4.1946611404418945, 4.207040786743164, 4.199793815612793]"
188,"[""A Dog's Purpose (2017)"", 'Willy/Milly (1986)', 'Cottage, The (2008)', 'The Editor (2015)', 'The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra (1983)']","[4.683010101318359, 4.583587646484375, 4.589409828186035, 4.605611324310303, 4.653968811035156]"
189,"[""A Dog's Purpose (2017)"", 'Willy/Milly (1986)', 'Fantastic Fear of Everything, A (2012)', 'Siam Sunset (1999)', 'Tales of Manhattan (1942)']","[4.185187339782715, 3.978236198425293, 3.976661443710327, 3.9734272956848145, 4.018926620483398]"
19,"['Dune (2000)', 'Andalusian Dog, An (Chien andalou, Un) (1929)', 'Phantom of the Paradise (1974)', 'Lost in Translation (2003)', 'King and I, The (1956)']","[3.823526382446289, 3.509296417236328, 3.549346685409546, 3.6608595848083496, 3.560283660888672]"
190,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Day & Night (2010)', 'Anne of Green Gables (1985)', 'Belle époque (1992)']","[4.447427749633789, 4.235414505004883, 4.236468315124512, 4.239554405212402, 4.210498332977295]"
191,"['Funny Games U.S. (2007)', 'Autumn Sonata (Höstsonaten) (1978)', 'Beautiful People (1999)', 'Great Escape, The (1963)', 'Sword of Doom, The (Dai-bosatsu tôge) (1966)']","[4.608364105224609, 4.398481369018555, 4.396830081939697, 4.498069763183594, 4.417303085327148]"
192,"['Children of the Corn IV: The Gathering (1996)', 'Fantastic Fear of Everything, A (2012)', 'Dr. Phibes Rises Again (1972)', 'Remember the Titans (2000)', ""National Lampoon's Bag Boy (2007)""]","[4.719101905822754, 4.767148017883301, 4.7826642990112305, 4.774621486663818, 4.688214302062988]"
193,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Hush... Hush, Sweet Charlotte (1964)', 'Belle époque (1992)', 'Spotlight (2015)']","[4.494535446166992, 4.388939380645752, 4.408411979675293, 4.238107204437256, 4.243438720703125]"
194,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Flickering Lights (Blinkende lygter) (2000)', 'Hush... Hush, Sweet Charlotte (1964)', 'Legend of Drunken Master, The (Jui kuen II) (1994)']","[4.072097301483154, 4.068159580230713, 3.9338972568511963, 4.287654876708984, 3.8760571479797363]"
195,"['Dune (2000)', 'Funny Games U.S. (2007)', 'Willy/Milly (1986)', 'Fantastic Fear of Everything, A (2012)', 'Born Yesterday (1950)']","[3.7251393795013428, 3.6220476627349854, 3.6003475189208984, 3.6674842834472656, 3.627912998199463]"
196,"['Children of the Corn IV: The Gathering (1996)', ""A Dog's Purpose (2017)"", 'Fantastic Fear of Everything, A (2012)', 'Siam Sunset (1999)', 'The Editor (2015)']","[4.040914535522461, 4.14046049118042, 4.044180393218994, 4.033737659454346, 4.096377849578857]"
197,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Flickering Lights (Blinkende lygter) (2000)', 'Hush... Hush, Sweet Charlotte (1964)', 'Legend of Drunken Master, The (Jui kuen II) (1994)']","[4.1266021728515625, 4.051597595214844, 4.018514156341553, 4.042187213897705, 4.040059566497803]"
198,"['Dune (2000)', 'Funny Games U.S. (2007)', ""A Dog's Purpose (2017)"", 'Down Argentine Way (1940)', 'Danny Collins (2015)']","[3.481627941131592, 3.5224595069885254, 3.6251983642578125, 3.500074863433838, 3.501756191253662]"
199,"['Dune (2000)', 'Andalusian Dog, An (Chien andalou, Un) (1929)', 'Lamerica (1994)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"", 'Spotlight (2015)']","[4.476400375366211, 4.123734474182129, 4.078025817871094, 4.095394134521484, 4.10346794128418]"
2,"['Dune (2000)', 'Fantastic Fear of Everything, A (2012)', 'Flickering Lights (Blinkende lygter) (2000)', 'Alpha and Omega 3: The Great Wolf Games (2014)', 'Maximum Ride (2016)']","[4.400545597076416, 4.352135181427002, 4.3592209815979, 4.335344314575195, 4.321516513824463]"
20,"['Funny Games U.S. (2007)', 'Autumn Sonata (Höstsonaten) (1978)', 'Beautiful People (1999)', 'Great Escape, The (1963)', 'Dazed and Confused (1993)']","[4.597538948059082, 4.505760192871094, 4.364687919616699, 4.57023811340332, 4.422989845275879]"
200,"['World of Glory (1991)', 'Maximum Ride (2016)', ""On the Other Side of the Tracks (De l'autre côté du périph) (2012)"", 'Tom and Jerry: Shiver Me Whiskers (2006)', 'Evil Aliens (2005)']","[4.487057685852051, 4.481663703918457, 4.429103374481201, 4.410058975219727, 4.406949520111084]"
201,"['Willy/Milly (1986)', 'Fantastic Fear of Everything, A (2012)', 'Siam Sunset (1999)', 'Formula of Love (1984)', 'Trinity and Sartana Are Coming (1972)']","[4.3162360191345215, 4.355133533477783, 4.268092155456543, 4.214186668395996, 4.203306198120117]"
202,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Day & Night (2010)', 'Anne of Green Gables (1985)', 'Timecrimes (Cronocrímenes, Los) (2007)']","[4.263953685760498, 4.209464073181152, 4.168951034545898, 4.168785095214844, 4.0911407470703125]"
203,"['Eye for an Eye (1996)', 'Children of the Corn IV: The Gathering (1996)', 'Hush... Hush, Sweet Charlotte (1964)', 'The Eye: Infinity (2005)', 'Bone Man, The (Der Knochenmann) (2009)']","[4.2983551025390625, 4.265439987182617, 4.455906867980957, 4.274440765380859, 4.363590240478516]"
204,"['Dune (2000)', 'Andalusian Dog, An (Chien andalou, Un) (1929)', 'Lamerica (1994)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"", 'Belle époque (1992)']","[4.823066711425781, 4.673774242401123, 4.637123107910156, 4.683724403381348, 4.7140631675720215]"
205,"['Children of the Corn IV: The Gathering (1996)', 'Heart and Souls (1993)', 'EuroTrip (2004)', 'Willy/Milly (1986)', 'Fantastic Fear of Everything, A (2012)']","[4.4618000984191895, 4.465231895446777, 4.465799331665039, 4.4650349617004395, 4.51975679397583]"
206,"['Funny Games U.S. (2007)', 'Autumn Sonata (Höstsonaten) (1978)', ""A Dog's Purpose (2017)"", 'Meantime (1984)', 'Danny Collins (2015)']","[4.392083644866943, 4.3829803466796875, 4.406299591064453, 4.342047691345215, 4.3334245681762695]"
207,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Flickering Lights (Blinkende lygter) (2000)', 'Hush... Hush, Sweet Charlotte (1964)', 'Forgetting Sarah Marshall (2008)']","[4.214866638183594, 3.9633350372314453, 3.973301410675049, 4.324304580688477, 3.922085762023926]"
208,"['Eye for an Eye (1996)', ""A Dog's Purpose (2017)"", 'Willy/Milly (1986)', 'Fantastic Fear of Everything, A (2012)', 'The Editor (2015)']","[3.7705655097961426, 3.8312742710113525, 3.7281265258789062, 3.741856336593628, 3.7486705780029297]"
209,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Hush... Hush, Sweet Charlotte (1964)', 'Legend of Drunken Master, The (Jui kuen II) (1994)', 'Delirium (2014)']","[4.717740058898926, 4.788363456726074, 5.0, 4.680608749389648, 4.662240028381348]"
21,"['Dr. Phibes Rises Again (1972)', 'Remember the Titans (2000)', 'The 5th Wave (2016)', 'Waking Ned Devine (a.k.a. Waking Ned) (1998)', ""Charlotte's Web (1973)""]","[3.765317916870117, 3.850599527359009, 3.8364899158477783, 3.7995033264160156, 3.7648122310638428]"
210,"['Children of the Corn IV: The Gathering (1996)', 'Dr. Phibes Rises Again (1972)', 'The Eye: Infinity (2005)', 'Remember the Titans (2000)', ""Ocean's Eleven (a.k.a. Ocean's 11) (1960)""]","[4.521798133850098, 4.458300590515137, 4.402653694152832, 4.412527084350586, 4.380640506744385]"
211,"['Dune (2000)', 'Gladiator (1992)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Hush... Hush, Sweet Charlotte (1964)', 'Best Offer, The (Migliore offerta, La) (2013)']","[3.966165542602539, 3.907496452331543, 4.002899646759033, 4.011940956115723, 3.8773181438446045]"
212,"[""A Dog's Purpose (2017)"", 'Willy/Milly (1986)', 'Fantastic Fear of Everything, A (2012)', 'Siam Sunset (1999)', 'Phir Hera Pheri (2006)']","[3.865811824798584, 3.969116449356079, 3.9632468223571777, 3.869586944580078, 3.896357536315918]"
213,"['Children of the Corn IV: The Gathering (1996)', ""A Dog's Purpose (2017)"", 'Fantastic Fear of Everything, A (2012)', 'Down Argentine Way (1940)', 'Tales of Manhattan (1942)']","[4.1536688804626465, 4.303001403808594, 4.188263893127441, 4.109742641448975, 4.144547939300537]"
214,"[""A Dog's Purpose (2017)"", 'Willy/Milly (1986)', 'Fantastic Fear of Everything, A (2012)', 'Phir Hera Pheri (2006)', 'Dr. Phibes Rises Again (1972)']","[3.824906349182129, 3.68166446685791, 3.7178823947906494, 3.6560544967651367, 3.643759250640869]"
215,"['Dune (2000)', 'Funny Games U.S. (2007)', 'Autumn Sonata (Höstsonaten) (1978)', 'Day & Night (2010)', 'Anne of Green Gables (1985)']","[3.985574245452881, 4.019739151000977, 3.922132968902588, 3.8971192836761475, 3.875885009765625]"
216,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Anne of Green Gables (1985)', 'Hush... Hush, Sweet Charlotte (1964)', 'Belle époque (1992)']","[4.470126628875732, 4.324521064758301, 4.2439680099487305, 4.301198959350586, 4.26786470413208]"
217,"['Dune (2000)', 'Eye for an Eye (1996)', 'Villain (1971)', 'Hush... Hush, Sweet Charlotte (1964)', 'The Cave of the Golden Rose (1991)']","[3.6047418117523193, 3.617574691772461, 3.5640480518341064, 3.5944907665252686, 3.569772720336914]"
218,"['Dune (2000)', 'Funny Games U.S. (2007)', 'Phantom of the Paradise (1974)', 'Animal Crackers (1930)', 'Born Yesterday (1950)']","[3.7112154960632324, 3.7730982303619385, 3.813373327255249, 3.7319462299346924, 3.84559965133667]"
219,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Anne of Green Gables (1985)', 'Flickering Lights (Blinkende lygter) (2000)', 'Hush... Hush, Sweet Charlotte (1964)']","[4.07980489730835, 4.012500762939453, 3.910597085952759, 3.8831801414489746, 3.900890827178955]"
22,"['Born Yesterday (1950)', 'Lost in Translation (2003)', 'Death Race 2000 (1975)', '3 Ninjas: High Noon On Mega Mountain (1998)', 'Old School (2003)']","[4.364490509033203, 4.234020233154297, 4.24547004699707, 4.227585792541504, 4.1877899169921875]"
220,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Anne of Green Gables (1985)', 'Flickering Lights (Blinkende lygter) (2000)', 'Slap Shot (1977)']","[4.616086006164551, 4.401735305786133, 4.326916694641113, 4.3404035568237305, 4.357158660888672]"
221,"['Dune (2000)', 'Funny Games U.S. (2007)', 'Autumn Sonata (Höstsonaten) (1978)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Day & Night (2010)']","[4.17448616027832, 4.3488898277282715, 4.27719259262085, 4.163280010223389, 4.236966133117676]"
222,"['Dune (2000)', 'Born Yesterday (1950)', 'Flickering Lights (Blinkende lygter) (2000)', 'Lost in Translation (2003)', 'Alpha and Omega 3: The Great Wolf Games (2014)']","[3.8029117584228516, 3.725741386413574, 3.71244215965271, 3.7331442832946777, 3.7314844131469727]"
223,"['Willy/Milly (1986)', 'Fantastic Fear of Everything, A (2012)', 'Phir Hera Pheri (2006)', 'Dr. Phibes Rises Again (1972)', ""National Lampoon's Bag Boy (2007)""]","[3.740483283996582, 3.8434066772460938, 3.693136692047119, 3.7803869247436523, 3.6809582710266113]"
224,"['Funny Games U.S. (2007)', 'Autumn Sonata (Höstsonaten) (1978)', ""A Dog's Purpose (2017)"", 'Down Argentine Way (1940)', 'Pit and the Pendulum (1961)']","[4.484004497528076, 4.450873374938965, 4.523109436035156, 4.44634485244751, 4.491124153137207]"
225,"['Children of the Corn IV: The Gathering (1996)', 'Dr. Phibes Rises Again (1972)', 'The Eye: Infinity (2005)', 'Slumber Party Massacre III (1990)', 'Remember the Titans (2000)']","[4.451885223388672, 4.449912071228027, 4.445275783538818, 4.4568891525268555, 4.528548240661621]"
226,"['Dune (2000)', 'Eddie Izzard: Dress to Kill (1999)', 'Fantastic Fear of Everything, A (2012)', 'Slap Shot (1977)', 'Louis C.K.: Oh My God (2013)']","[4.171284198760986, 4.09863805770874, 4.037768840789795, 4.104783535003662, 4.043249130249023]"
227,"[""A Dog's Purpose (2017)"", 'Willy/Milly (1986)', 'Fantastic Fear of Everything, A (2012)', 'Siam Sunset (1999)', 'The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra (1983)']","[4.193667888641357, 4.174188613891602, 4.184905052185059, 4.1497907638549805, 4.14925479888916]"
228,"['Hush... Hush, Sweet Charlotte (1964)', 'Tales from the Darkside: The Movie (1990)', 'Lord of the Flies (1990)', 'Clonus Horror, The (1979)', 'Watership Down (1978)']","[4.377328395843506, 4.181153774261475, 4.258012771606445, 4.227349758148193, 4.1850433349609375]"
229,"['Eye for an Eye (1996)', ""A Dog's Purpose (2017)"", 'Willy/Milly (1986)', 'Fantastic Fear of Everything, A (2012)', 'The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra (1983)']","[3.942842483520508, 4.0638227462768555, 3.946775436401367, 3.9432260990142822, 4.015481472015381]"
23,"['Eye for an Eye (1996)', 'Children of the Corn IV: The Gathering (1996)', ""A Dog's Purpose (2017)"", 'Villain (1971)', 'Samouraï, Le (Godson, The) (1967)']","[4.061816215515137, 4.077608585357666, 4.104508876800537, 4.07231330871582, 4.044052600860596]"
230,"['Forgetting Sarah Marshall (2008)', 'The 5th Wave (2016)', 'Waking Ned Devine (a.k.a. Waking Ned) (1998)', ""Charlotte's Web (1973)"", 'Clonus Horror, The (1979)']","[4.072299480438232, 4.148134231567383, 3.9906253814697266, 4.207101821899414, 4.143261432647705]"
231,"['Remember the Titans (2000)', 'Tales from the Darkside: The Movie (1990)', 'Legend of Drunken Master, The (Jui kuen II) (1994)', 'Clonus Horror, The (1979)', 'Swiss Family Robinson (1960)']","[4.652620315551758, 4.612900257110596, 4.626228332519531, 4.617156982421875, 4.586866855621338]"
232,"['Dune (2000)', 'Eye for an Eye (1996)', 'Gladiator (1992)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Hush... Hush, Sweet Charlotte (1964)']","[3.8529257774353027, 3.9150021076202393, 3.8261375427246094, 3.894306182861328, 3.8634800910949707]"
233,"['Dune (2000)', 'Funny Games U.S. (2007)', 'Born Yesterday (1950)', 'Dazed and Confused (1993)', 'Slap Shot (1977)']","[3.6974589824676514, 3.520996570587158, 3.4326229095458984, 3.438056468963623, 3.510057210922241]"
234,"['Eye for an Eye (1996)', 'Gladiator (1992)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Hush... Hush, Sweet Charlotte (1964)', 'Best Offer, The (Migliore offerta, La) (2013)']","[4.375572681427002, 4.326516151428223, 4.351589202880859, 4.43574333190918, 4.318872928619385]"
235,"['Eye for an Eye (1996)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", ""A Dog's Purpose (2017)"", 'Hush... Hush, Sweet Charlotte (1964)', 'Best Offer, The (Migliore offerta, La) (2013)']","[4.136180877685547, 4.037418365478516, 4.127926826477051, 4.119360446929932, 4.042638301849365]"
236,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Day & Night (2010)', 'Anne of Green Gables (1985)', 'The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra (1983)']","[4.418343544006348, 4.535861015319824, 4.486095428466797, 4.453693389892578, 4.5054707527160645]"
237,"['Eye for an Eye (1996)', 'Hush... Hush, Sweet Charlotte (1964)', 'Bone Man, The (Der Knochenmann) (2009)', 'Legend of Drunken Master, The (Jui kuen II) (1994)', 'Delirium (2014)']","[3.9878501892089844, 4.3155927658081055, 3.965599298477173, 3.985576629638672, 3.987724781036377]"
238,"['What Lies Beneath (2000)', 'Bone Man, The (Der Knochenmann) (2009)', 'Remember the Titans (2000)', 'Clonus Horror, The (1979)', 'My Wife is an Actress (Ma Femme est une Actrice) (2001)']","[4.7492265701293945, 4.519716739654541, 4.63510799407959, 4.52543306350708, 4.49858283996582]"
239,"['Dune (2000)', 'Eye for an Eye (1996)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Hush... Hush, Sweet Charlotte (1964)', 'Best Offer, The (Migliore offerta, La) (2013)']","[4.380783557891846, 4.363811016082764, 4.464383602142334, 4.696699619293213, 4.408210754394531]"
24,"['Dune (2000)', 'Eye for an Eye (1996)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Day & Night (2010)', 'Hush... Hush, Sweet Charlotte (1964)']","[3.954023599624634, 4.00297737121582, 4.006258487701416, 3.919017791748047, 4.117766380310059]"
240,"['Children of the Corn IV: The Gathering (1996)', 'Fantastic Fear of Everything, A (2012)', 'Dr. Phibes Rises Again (1972)', ""National Lampoon's Bag Boy (2007)"", ""Ocean's Eleven (a.k.a. Ocean's 11) (1960)""]","[5.0, 5.0, 5.0, 5.0, 5.0]"
241,"[""A Dog's Purpose (2017)"", 'Willy/Milly (1986)', 'Fantastic Fear of Everything, A (2012)', 'Siam Sunset (1999)', 'Down Argentine Way (1940)']","[4.101391315460205, 4.095396518707275, 4.138429164886475, 4.081423759460449, 4.059081554412842]"
242,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Anne of Green Gables (1985)', 'Hush... Hush, Sweet Charlotte (1964)', 'Belle époque (1992)']","[4.444643974304199, 4.504148960113525, 4.329596519470215, 4.622060775756836, 4.328675270080566]"
243,"['What Lies Beneath (2000)', 'All Good Things (2010)', 'Bone Man, The (Der Knochenmann) (2009)', 'Taken 2 (2012)', 'Alien Nation (1988)']","[5.0, 5.0, 5.0, 5.0, 5.0]"
244,"['Funny Games U.S. (2007)', 'Day & Night (2010)', 'Anne of Green Gables (1985)', 'Beautiful People (1999)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)""]","[4.475434303283691, 4.525607585906982, 4.465107440948486, 4.459613800048828, 4.428201675415039]"
245,"['Phantom of the Paradise (1974)', 'King and I, The (1956)', 'Submarine (2010)', ""Charlotte's Web (1973)"", 'Harry Potter and the Goblet of Fire (2005)']","[3.8956074714660645, 3.8887407779693604, 3.8524765968322754, 3.743502616882324, 3.7819318771362305]"
246,"['Eye for an Eye (1996)', 'Children of the Corn IV: The Gathering (1996)', 'The Eye: Infinity (2005)', 'Bone Man, The (Der Knochenmann) (2009)', ""Into the Forest of Fireflies' Light (2011)""]","[4.458976745605469, 4.5201640129089355, 4.541550636291504, 4.466999053955078, 4.445103168487549]"
247,"['Dune (2000)', 'Funny Games U.S. (2007)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Flickering Lights (Blinkende lygter) (2000)', 'Hush... Hush, Sweet Charlotte (1964)']","[4.099249839782715, 3.881147623062134, 3.9944519996643066, 3.8845267295837402, 4.090519428253174]"
248,"['Willy/Milly (1986)', 'Fantastic Fear of Everything, A (2012)', 'Siam Sunset (1999)', 'The Editor (2015)', 'Dr. Phibes Rises Again (1972)']","[4.591520309448242, 4.600747585296631, 4.549072742462158, 4.60801887512207, 4.540189743041992]"
249,"['Dune (2000)', 'Eye for an Eye (1996)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra (1983)', 'Hush... Hush, Sweet Charlotte (1964)']","[4.163388252258301, 4.113554000854492, 4.137431621551514, 4.0619282722473145, 4.126742362976074]"
25,"['Dune (2000)', 'Gladiator (1992)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra (1983)', 'Hush... Hush, Sweet Charlotte (1964)']","[4.541938304901123, 4.475858211517334, 4.605303764343262, 4.487615585327148, 4.572081089019775]"
250,"['Dune (2000)', 'Funny Games U.S. (2007)', 'Autumn Sonata (Höstsonaten) (1978)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Day & Night (2010)']","[4.55424690246582, 4.675269603729248, 4.530675888061523, 4.529533386230469, 4.5318756103515625]"
251,"['Dune (2000)', 'Gladiator (1992)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Anne of Green Gables (1985)', 'Hush... Hush, Sweet Charlotte (1964)']","[4.647037506103516, 4.525191307067871, 4.731321334838867, 4.541261672973633, 4.800650119781494]"
252,"['Dune (2000)', 'Willy/Milly (1986)', 'Fantastic Fear of Everything, A (2012)', 'Siam Sunset (1999)', 'Phir Hera Pheri (2006)']","[4.290872097015381, 4.250783443450928, 4.3222761154174805, 4.266068458557129, 4.253006935119629]"
253,"[""A Dog's Purpose (2017)"", 'Down Argentine Way (1940)', 'Meantime (1984)', 'A Perfect Day (2015)', 'Danny Collins (2015)']","[4.371495246887207, 4.229972839355469, 4.271612644195557, 4.241020202636719, 4.2616729736328125]"
254,"['Funny Games U.S. (2007)', 'Autumn Sonata (Höstsonaten) (1978)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Day & Night (2010)', 'The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra (1983)']","[4.146218299865723, 4.075308322906494, 4.161933898925781, 4.091002941131592, 4.144528865814209]"
255,"['Born Yesterday (1950)', 'Lost in Translation (2003)', 'Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975)', 'Submarine (2010)', 'Death Race 2000 (1975)']","[4.0269012451171875, 4.255800724029541, 4.119030475616455, 4.062129974365234, 4.073768138885498]"
256,"['We Were Soldiers (2002)', 'What Lies Beneath (2000)', 'EuroTrip (2004)', 'Spectre (2015)', 'Scooby-Doo (2002)']","[4.77316951751709, 4.9400153160095215, 4.765124320983887, 4.733292579650879, 4.756888389587402]"
257,"['Heart and Souls (1993)', 'Willy/Milly (1986)', 'Fantastic Fear of Everything, A (2012)', 'Dr. Phibes Rises Again (1972)', 'Last Kiss, The (2006)']","[4.473888397216797, 4.398555278778076, 4.507023811340332, 4.370514869689941, 4.3410749435424805]"
258,"[""A Dog's Purpose (2017)"", 'Willy/Milly (1986)', 'Fantastic Fear of Everything, A (2012)', 'Meantime (1984)', 'Formula of Love (1984)']","[4.62468957901001, 4.598940849304199, 4.587920665740967, 4.541749000549316, 4.53824520111084]"
259,"['Heart and Souls (1993)', 'Fantastic Fear of Everything, A (2012)', 'American in Paris, An (1951)', 'Back to the Future Part II (1989)', 'Bandits (2001)']","[4.345799922943115, 4.423501014709473, 4.419605731964111, 4.317878723144531, 4.3100481033325195]"
26,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Flickering Lights (Blinkende lygter) (2000)', 'Hush... Hush, Sweet Charlotte (1964)', 'Dangerous Liaisons (1988)']","[4.134437561035156, 3.9909417629241943, 4.063131332397461, 4.330781936645508, 3.9344210624694824]"
260,"['Children of the Corn IV: The Gathering (1996)', ""A Dog's Purpose (2017)"", 'Willy/Milly (1986)', 'Fantastic Fear of Everything, A (2012)', 'Siam Sunset (1999)']","[3.993535041809082, 4.118394374847412, 4.031366348266602, 4.010582447052002, 3.992414951324463]"
261,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Day & Night (2010)', 'Anne of Green Gables (1985)', 'Hush... Hush, Sweet Charlotte (1964)']","[4.230897903442383, 4.294898986816406, 4.153064250946045, 4.183830738067627, 4.1590256690979]"
262,"['Dune (2000)', 'Funny Games U.S. (2007)', 'Born Yesterday (1950)', 'Dazed and Confused (1993)', 'Baby Driver (2017)']","[3.514610528945923, 3.5494632720947266, 3.4392614364624023, 3.470994710922241, 3.4063174724578857]"
263,"['Dune (2000)', 'Eye for an Eye (1996)', 'Gladiator (1992)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", ""A Dog's Purpose (2017)""]","[3.8511829376220703, 3.9953901767730713, 3.8137850761413574, 3.82627010345459, 3.860507011413574]"
264,"[""A Dog's Purpose (2017)"", 'Willy/Milly (1986)', 'Fantastic Fear of Everything, A (2012)', 'Down Argentine Way (1940)', 'Dr. Phibes Rises Again (1972)']","[3.955099582672119, 4.019147872924805, 4.100598335266113, 3.9658353328704834, 4.001909255981445]"
265,"['Dune (2000)', 'Flickering Lights (Blinkende lygter) (2000)', 'Lost in Translation (2003)', 'Slap Shot (1977)', 'Alpha and Omega 3: The Great Wolf Games (2014)']","[4.3882036209106445, 4.296825408935547, 4.302360534667969, 4.264880657196045, 4.264703273773193]"
266,"['Dune (2000)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"", 'Hush... Hush, Sweet Charlotte (1964)', 'Lady Eve, The (1941)', 'Yojimbo (1961)']","[5.0, 4.817338466644287, 4.782581806182861, 4.844982147216797, 4.864658355712891]"
267,"['What Lies Beneath (2000)', 'Hush... Hush, Sweet Charlotte (1964)', 'Remember the Titans (2000)', 'Tales from the Darkside: The Movie (1990)', 'My Wife is an Actress (Ma Femme est une Actrice) (2001)']","[4.994156837463379, 4.922772407531738, 4.996870040893555, 4.900768756866455, 4.891077041625977]"
268,"['Andalusian Dog, An (Chien andalou, Un) (1929)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"", ""All the President's Men (1976)"", 'Kill Bill: Vol. 1 (2003)', 'Black Mirror: White Christmas (2014)']","[4.928624153137207, 4.882789611816406, 4.837594032287598, 4.793804168701172, 4.78923225402832]"
269,"['Dune (2000)', 'Autumn Sonata (Höstsonaten) (1978)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Day & Night (2010)', ""A Dog's Purpose (2017)""]","[4.205573081970215, 4.196694850921631, 4.20419979095459, 4.236083507537842, 4.293416500091553]"
27,"['Dune (2000)', 'Eye for an Eye (1996)', 'Villain (1971)', 'The Cave of the Golden Rose (1991)', 'Strictly Sexual (2008)']","[3.8477210998535156, 3.799720525741577, 3.7786293029785156, 3.854440212249756, 3.769052028656006]"
270,"['Dune (2000)', 'Funny Games U.S. (2007)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", 'Hush... Hush, Sweet Charlotte (1964)', 'Spotlight (2015)']","[4.188475131988525, 4.118180751800537, 4.166902542114258, 3.9979913234710693, 3.9843339920043945]"
271,"['Dune (2000)', ""Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"", ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"", 'Hush... Hush, Sweet Charlotte (1964)', 'Spotlight (2015)']","[3.925281047821045, 3.6998038291931152, 3.669379234313965, 3.908604860305786, 3.6630382537841797]"
